Date;7 DAYS MA;14 DAYS MA;21 DAYS MA;7 DAYS STD DEV;RSI 7;RSI 14;RSI 21;MFI 7;MFI 14;MFI 21;dayofweek;quarter;month;year;dayofyear;dayofmonth;weekofyear;Predicted Close;Actual Close;Diff;Within RMSE Range;Actual Return;Predicted Return;TP;TN;FP;FN
10/20/2020;83.00;81.86;79.76;0.82;33.62;40.76;41.87;23.86;62.21;58.15;1;4;10;2020;294;20;43;79.99;78.00;-1.99;yes;down;down;no;yes;no;no
10/21/2020;82.14;82.07;79.76;1.95;39.24;42.71;42.95;26.28;56.89;60.10;2;4;10;2020;295;21;43;80.92;79.00;-1.92;yes;up;up;yes;no;no;no
10/22/2020;81.57;82.00;79.86;2.23;28.12;37.41;39.83;19.90;46.49;57.33;3;4;10;2020;296;22;43;78.41;75.00;-3.41;yes;down;down;no;yes;no;no
10/23/2020;80.29;81.79;79.86;3.04;24.14;35.07;38.37;0.00;42.70;55.31;4;4;10;2020;297;23;43;75.92;73.00;-2.92;yes;down;down;no;yes;no;no
10/26/2020;78.86;81.50;79.95;3.80;17.08;30.01;35.00;0.00;22.54;43.50;0;4;10;2020;300;26;44;73.99;68.00;-5.99;no;down;down;no;yes;no;no
10/27/2020;76.71;80.14;79.52;5.09;27.04;34.10;37.31;0.00;9.63;39.83;1;4;10;2020;301;27;44;75.62;70.00;-5.62;no;up;up;yes;no;no;no
11/2/2020;75.00;79.07;79.24;5.03;22.34;31.16;35.33;0.00;9.26;39.03;0;4;11;2020;307;2;45;69.70;67.00;-2.70;yes;down;down;no;yes;no;no
11/3/2020;72.86;77.93;78.86;4.74;27.25;33.23;36.51;0.00;9.53;39.54;1;4;11;2020;308;3;45;70.22;68.00;-2.22;yes;up;up;yes;no;no;no
11/4/2020;71.43;76.79;78.52;4.43;25.38;32.18;35.82;0.00;9.58;33.71;2;4;11;2020;309;4;45;68.95;67.00;-1.95;yes;down;down;no;yes;no;no
11/5/2020;69.71;75.64;77.90;3.15;23.50;31.13;35.13;0.00;8.38;27.54;3;4;11;2020;310;5;45;66.88;66.00;-0.88;yes;down;down;no;yes;no;no
11/6/2020;68.43;74.36;77.33;2.37;20.03;29.09;33.76;0.00;0.00;25.82;4;4;11;2020;311;6;45;65.70;64.00;-1.70;yes;down;down;no;yes;no;no
11/9/2020;67.14;73.00;76.71;1.86;18.44;28.09;33.08;0.00;0.00;14.41;0;4;11;2020;314;9;46;64.65;63.00;-1.65;yes;down;down;no;yes;no;no
11/10/2020;66.43;71.57;75.57;2.37;18.44;28.09;33.08;0.00;0.00;6.02;1;4;11;2020;315;10;46;63.96;63.00;-0.96;yes;up;down;no;no;no;yes
11/11/2020;65.43;70.21;74.52;2.07;50.50;41.91;40.93;47.32;27.06;27.68;2;4;11;2020;316;11;46;67.32;69.00;1.68;yes;up;up;yes;no;no;no
11/12/2020;65.71;69.29;73.86;2.43;38.67;36.83;37.83;33.11;23.06;23.19;3;4;11;2020;317;12;46;65.52;65.00;-0.52;yes;down;down;no;yes;no;no
11/13/2020;65.29;68.36;72.95;2.21;30.38;32.58;35.03;26.45;19.37;20.29;4;4;11;2020;318;13;46;64.11;61.00;-3.11;yes;down;down;no;yes;no;no
11/16/2020;64.43;67.07;71.90;2.57;34.48;34.61;36.27;26.44;19.14;19.27;0;4;11;2020;321;16;47;64.89;62.00;-2.89;yes;up;up;yes;no;no;no
11/17/2020;63.86;66.14;70.86;2.61;38.69;36.67;37.52;33.50;24.02;19.99;1;4;11;2020;322;17;47;65.95;63.00;-2.95;yes;up;up;yes;no;no;no
11/18/2020;63.71;65.43;69.90;2.63;46.69;40.69;39.98;45.07;34.43;27.25;2;4;11;2020;323;18;47;67.44;65.00;-2.44;yes;up;up;yes;no;no;no
11/19/2020;64.00;65.21;69.05;2.65;46.69;40.69;39.98;51.69;39.56;30.79;3;4;11;2020;324;19;47;67.49;65.00;-2.49;yes;up;up;yes;no;no;no
11/20/2020;64.29;64.86;68.24;2.63;57.90;46.58;43.66;60.55;56.73;46.64;4;4;11;2020;325;20;47;69.43;68.00;-1.43;yes;up;up;yes;no;no;no
11/23/2020;64.14;64.93;67.57;2.34;63.82;50.14;45.98;78.52;62.08;53.62;0;4;11;2020;328;23;48;70.15;70.00;-0.15;yes;up;up;yes;no;no;no
11/24/2020;64.86;65.07;67.19;3.24;72.76;56.40;50.27;95.04;69.46;61.12;1;4;11;2020;329;24;48;72.72;74.00;1.28;yes;up;up;yes;no;no;no
11/25/2020;66.71;65.57;66.95;4.23;67.87;54.55;49.25;78.67;61.43;54.56;2;4;11;2020;330;25;48;71.61;73.00;1.39;yes;down;down;no;yes;no;no
11/26/2020;68.29;66.07;66.86;4.23;54.94;49.34;46.27;66.94;56.76;50.67;3;4;11;2020;331;26;48;72.06;70.00;-2.06;yes;down;up;no;no;yes;no
11/27/2020;69.29;66.50;66.71;3.55;51.16;47.71;45.31;58.55;54.25;49.38;4;4;11;2020;332;27;48;71.32;69.00;-2.32;yes;down;down;no;yes;no;no
11/30/2020;69.86;66.93;66.76;3.02;44.07;44.53;43.42;48.89;49.73;45.55;0;4;11;2020;335;30;49;72.13;67.00;-5.13;no;down;up;no;no;yes;no
12/1/2020;70.14;67.21;66.62;2.54;48.25;46.45;44.63;34.16;44.20;44.62;1;4;12;2020;336;1;49;73.86;68.00;-5.86;no;up;up;yes;no;no;no
12/2/2020;70.14;67.14;66.67;2.54;44.38;44.78;43.65;23.77;45.92;43.53;2;4;12;2020;337;2;49;72.19;67.00;-5.19;no;down;down;no;yes;no;no
12/3/2020;69.71;67.29;66.62;2.81;37.38;41.56;41.72;0.00;46.91;42.27;3;4;12;2020;338;3;49;70.29;65.00;-5.29;no;down;down;no;yes;no;no
12/4/2020;68.43;67.57;66.52;2.57;47.11;45.76;44.30;9.51;50.12;44.81;4;4;12;2020;339;4;49;70.81;67.00;-3.81;no;up;up;yes;no;no;no
12/7/2020;67.57;67.93;66.57;1.62;55.23;49.66;46.78;32.50;53.63;49.37;0;4;12;2020;342;7;50;70.43;69.00;-1.43;yes;up;down;no;no;no;yes
12/8/2020;67.43;68.36;66.81;1.40;75.21;62.65;56.02;70.88;65.04;61.41;1;4;12;2020;343;8;50;73.19;78.00;4.81;no;up;up;yes;no;no;no
12/10/2020;68.71;69.29;67.52;4.27;64.09;57.34;52.81;86.81;68.87;65.97;3;4;12;2020;345;10;50;72.18;75.00;2.82;yes;down;down;no;yes;no;no
12/11/2020;69.86;70.00;68.10;4.78;60.60;55.65;51.77;83.81;62.68;62.24;4;4;12;2020;346;11;50;75.40;74.00;-1.40;yes;down;up;no;no;yes;no
12/14/2020;70.71;70.43;68.33;4.92;65.04;58.30;53.69;89.30;65.36;67.98;0;4;12;2020;349;14;51;78.37;76.00;-2.37;yes;up;up;yes;no;no;no
12/15/2020;72.00;70.86;68.86;4.97;61.03;56.48;52.59;84.68;58.22;66.81;1;4;12;2020;350;15;51;76.90;75.00;-1.90;yes;down;down;no;yes;no;no
12/16/2020;73.43;70.93;69.52;3.95;53.36;52.92;50.43;87.78;69.72;71.93;2;4;12;2020;351;16;51;75.73;73.00;-2.73;yes;down;down;no;yes;no;no
12/17/2020;74.29;70.93;70.05;2.81;49.71;51.19;49.37;82.01;70.39;69.45;3;4;12;2020;352;17;51;75.11;72.00;-3.11;yes;down;down;no;yes;no;no
12/18/2020;74.71;71.07;70.48;1.98;49.71;51.19;49.37;76.82;74.35;70.04;4;4;12;2020;353;18;51;75.05;72.00;-3.05;yes;up;down;no;no;no;yes
12/21/2020;73.86;71.29;70.81;1.57;49.71;51.19;49.37;71.36;79.05;69.73;0;4;12;2020;356;21;52;74.18;72.00;-2.18;yes;up;down;no;no;no;yes
12/22/2020;73.43;71.64;71.14;1.62;40.85;47.31;47.07;71.78;77.89;65.93;1;4;12;2020;357;22;52;73.54;70.00;-3.54;yes;down;down;no;yes;no;no
12/23/2020;72.86;71.79;71.24;2.04;40.85;47.31;47.07;58.19;76.72;63.20;2;4;12;2020;358;23;52;73.00;70.00;-3.00;yes;up;down;no;no;no;yes
12/28/2020;72.00;72.00;71.24;1.73;47.25;49.53;48.39;69.02;78.94;61.29;0;4;12;2020;363;28;53;72.39;71.00;-1.39;yes;up;down;no;no;no;yes
12/29/2020;71.43;72.43;71.10;1.13;41.95;47.38;47.15;34.88;77.17;64.08;1;4;12;2020;364;29;53;71.23;70.00;-1.23;yes;down;down;no;yes;no;no
12/30/2020;71.00;72.64;70.95;1.00;30.13;41.56;43.63;39.43;74.18;65.84;2;4;12;2020;365;30;53;69.45;67.00;-2.45;yes;down;down;no;yes;no;no
1/4/2021;70.29;72.50;70.81;1.70;47.42;48.39;47.73;27.52;67.20;68.54;0;1;1;2021;4;4;1;71.56;70.00;-1.56;yes;up;up;yes;no;no;no
1/5/2021;70.00;71.93;70.86;1.53;39.76;44.64;45.42;25.87;60.37;71.71;1;1;1;2021;5;5;1;71.06;68.00;-3.06;yes;down;down;no;yes;no;no
1/6/2021;69.43;71.43;70.90;1.40;39.76;44.64;45.42;30.44;62.93;72.29;2;1;1;2021;6;6;1;68.86;68.00;-0.86;yes;up;down;no;no;no;yes
1/7/2021;69.14;71.00;70.90;1.46;35.83;42.72;44.24;35.79;53.32;72.58;3;1;1;2021;7;7;1;67.36;67.00;-0.36;yes;down;down;no;yes;no;no
1/8/2021;68.71;70.36;70.90;1.60;35.83;42.72;44.24;36.04;61.21;74.56;4;1;1;2021;8;8;1;67.17;67.00;-0.17;yes;up;down;no;no;no;yes
1/11/2021;68.14;69.79;71.00;1.35;31.58;40.70;43.01;36.38;35.42;73.02;0;1;1;2021;11;11;2;67.26;66.00;-1.26;yes;down;up;no;no;yes;no
1/12/2021;67.57;69.29;70.95;1.27;31.58;40.70;43.01;39.06;39.29;70.72;1;1;1;2021;12;12;2;65.83;66.00;0.17;yes;up;down;no;no;no;yes
1/13/2021;67.43;68.86;70.81;1.40;67.89;57.19;53.09;58.33;43.24;65.70;2;1;1;2021;13;13;2;70.52;73.00;2.48;yes;up;up;yes;no;no;no
1/14/2021;67.86;68.93;70.57;2.41;53.65;50.68;49.18;73.77;53.20;63.63;3;1;1;2021;14;14;2;70.18;70.00;-0.18;yes;down;down;no;yes;no;no
1/15/2021;68.14;68.79;70.33;2.54;46.13;46.86;46.76;72.79;56.40;65.43;4;1;1;2021;15;15;2;70.40;68.00;-2.40;yes;down;up;no;no;yes;no
1/18/2021;68.14;68.64;70.05;2.54;46.13;46.86;46.76;79.36;64.36;60.95;0;1;1;2021;18;18;3;70.52;68.00;-2.52;yes;up;up;yes;no;no;no
1/19/2021;68.29;68.50;69.67;2.50;38.74;43.08;44.36;72.48;59.85;64.69;1;1;1;2021;19;19;3;68.93;66.00;-2.93;yes;down;down;no;yes;no;no
1/20/2021;68.14;68.14;69.24;2.61;43.97;45.45;45.82;78.00;62.96;52.01;2;1;1;2021;20;20;3;69.64;67.00;-2.64;yes;up;up;yes;no;no;no
1/21/2021;68.29;67.93;68.95;2.50;49.06;47.79;47.27;85.16;69.67;58.76;3;1;1;2021;21;21;3;70.75;68.00;-2.75;yes;up;up;yes;no;no;no
1/22/2021;68.57;68.00;68.76;2.30;40.49;43.75;44.75;71.81;64.84;52.47;4;1;1;2021;22;22;3;69.02;66.00;-3.02;yes;down;down;no;yes;no;no
1/25/2021;67.57;67.71;68.48;1.40;28.76;37.02;40.25;35.87;60.76;49.21;0;1;1;2021;25;25;4;65.62;62.00;-3.62;yes;down;down;no;yes;no;no
1/26/2021;66.43;67.29;68.00;2.15;24.61;34.18;38.22;32.24;58.00;50.11;1;1;1;2021;26;26;4;65.68;60.00;-5.68;no;down;up;no;no;yes;no
1/27/2021;65.29;66.71;67.52;3.09;24.61;34.18;38.22;20.53;60.33;53.90;2;1;1;2021;27;27;4;64.10;60.00;-4.10;no;up;down;no;no;no;yes
1/28/2021;64.14;66.21;67.05;3.39;17.66;29.03;34.41;20.34;55.43;50.33;3;1;1;2021;28;28;4;63.04;56.00;-7.04;no;down;down;no;yes;no;no
1/29/2021;62.71;65.43;66.33;4.42;15.16;26.85;32.70;17.22;54.80;50.03;4;1;1;2021;29;29;4;60.75;54.00;-6.75;no;down;down;no;yes;no;no
2/1/2021;60.86;64.57;65.57;5.01;31.99;34.76;37.59;11.43;58.86;54.00;0;1;2;2021;32;1;5;62.42;57.00;-5.42;no;up;up;yes;no;no;no
2/2/2021;59.29;63.93;65.10;4.03;41.08;39.46;40.61;21.45;49.15;52.55;1;1;2;2021;33;2;5;61.80;59.00;-2.80;yes;up;down;no;no;no;yes
2/3/2021;58.29;62.93;64.57;2.75;38.11;37.99;39.60;28.62;32.62;53.77;2;1;2;2021;34;3;5;61.16;58.00;-3.16;yes;down;down;no;yes;no;no
2/4/2021;57.71;62.07;64.10;2.21;32.61;35.16;37.65;40.03;34.90;55.14;3;1;2;2021;35;4;5;58.59;56.00;-2.59;yes;down;down;no;yes;no;no
2/5/2021;57.14;61.21;63.52;2.04;37.84;37.66;39.22;40.03;27.91;56.99;4;1;2;2021;36;5;5;59.30;57.00;-2.30;yes;up;up;yes;no;no;no
2/8/2021;56.71;60.43;63.05;1.60;37.84;37.66;39.22;57.74;32.93;55.76;0;1;2;2021;39;8;6;58.59;57.00;-1.59;yes;up;down;no;no;no;yes
2/9/2021;56.86;59.79;62.57;1.57;43.79;40.33;40.87;92.34;37.56;59.46;1;1;2;2021;40;9;6;61.27;58.00;-3.27;yes;up;up;yes;no;no;no
2/10/2021;57.43;59.14;62.19;0.98;43.79;40.33;40.87;82.64;28.09;61.20;2;1;2;2021;41;10;6;60.15;58.00;-2.15;yes;up;down;no;no;no;yes
2/11/2021;57.57;58.43;61.81;0.98;43.79;40.33;40.87;73.58;30.02;51.14;3;1;2;2021;42;11;6;60.38;58.00;-2.38;yes;up;up;yes;no;no;no
2/15/2021;57.43;57.86;61.10;0.79;43.79;40.33;40.87;75.83;39.14;37.53;0;1;2;2021;46;15;7;59.97;58.00;-1.97;yes;up;down;no;no;no;yes
2/16/2021;57.43;57.57;60.52;0.79;76.75;59.14;53.22;95.80;67.67;50.21;1;1;2;2021;47;16;7;68.47;66.00;-2.47;yes;up;up;yes;no;no;no
2/17/2021;58.86;58.00;60.43;3.18;65.54;54.52;50.46;97.12;73.65;52.24;2;1;2;2021;48;17;7;66.71;64.00;-2.71;yes;down;down;no;yes;no;no
2/18/2021;59.86;58.29;60.24;3.58;60.39;52.31;49.12;89.76;78.03;53.85;3;1;2;2021;49;18;7;67.19;63.00;-4.19;no;down;up;no;no;yes;no
2/19/2021;60.71;58.79;60.10;3.50;55.33;50.13;47.78;80.57;84.60;52.25;4;1;2;2021;50;19;7;65.58;62.00;-3.58;yes;down;down;no;yes;no;no
2/22/2021;61.29;59.36;59.86;3.30;50.39;47.97;46.46;72.00;74.81;45.43;0;1;2;2021;53;22;8;65.43;61.00;-4.43;no;down;down;no;yes;no;no
2/23/2021;61.71;59.64;59.52;2.98;67.37;57.75;53.26;76.44;75.97;51.06;1;1;2;2021;54;23;8;67.06;66.00;-1.06;yes;up;up;yes;no;no;no
2/24/2021;62.86;60.14;59.52;2.85;73.67;62.33;56.72;81.14;80.36;62.75;2;1;2;2021;55;24;8;69.35;69.00;-0.35;yes;up;up;yes;no;no;no
2/25/2021;64.43;60.93;59.86;2.76;84.29;72.10;64.91;90.45;91.39;83.55;3;1;2;2021;56;25;8;77.88;78.00;0.12;yes;up;up;yes;no;no;no
2/26/2021;66.14;62.50;60.71;5.87;80.10;69.93;63.50;92.12;93.15;86.47;4;1;2;2021;57;26;8;80.76;77.00;-3.76;no;down;up;no;no;yes;no
3/1/2021;68.00;63.93;61.52;7.02;84.58;74.12;67.22;95.10;94.15;90.75;0;1;3;2021;60;1;9;86.45;82.00;-4.45;no;up;up;yes;no;no;no
3/2/2021;70.71;65.71;62.76;8.32;80.36;71.96;65.81;97.36;94.82;94.64;1;1;3;2021;61;2;9;93.44;81.00;-12.44;no;down;up;no;no;yes;no
3/3/2021;73.43;67.36;64.05;8.10;84.78;75.76;69.20;100.00;95.93;95.28;2;1;3;2021;62;3;9;95.67;86.00;-9.67;no;up;up;yes;no;no;no
3/4/2021;77.00;69.36;65.43;7.16;86.86;77.72;71.01;100.00;96.47;95.81;3;1;3;2021;63;4;9;100.47;89.00;-11.47;no;up;up;yes;no;no;no
3/5/2021;80.29;71.57;66.86;6.52;78.54;73.47;68.20;100.00;96.46;95.81;4;1;3;2021;64;5;9;94.74;87.00;-7.74;no;down;down;no;yes;no;no
3/8/2021;82.86;73.64;68.24;4.60;64.19;65.72;62.98;91.81;91.31;91.64;0;1;3;2021;67;8;10;87.27;83.00;-4.27;no;down;down;no;yes;no;no
3/9/2021;83.57;74.86;69.52;4.08;71.72;69.98;66.36;92.97;92.65;93.05;1;1;3;2021;68;9;10;90.15;88.00;-2.15;yes;up;up;yes;no;no;no
3/10/2021;85.14;76.57;71.00;3.13;75.35;72.21;68.19;92.49;93.64;93.30;2;1;3;2021;69;10;10;98.59;91.00;-7.59;no;up;up;yes;no;no;no
3/12/2021;86.43;78.57;72.62;3.46;76.53;72.93;68.79;92.18;94.72;93.58;4;1;3;2021;71;12;10;100.61;92.00;-8.61;no;up;up;yes;no;no;no
3/15/2021;88.00;80.71;74.24;3.06;72.50;70.95;67.46;84.76;93.41;91.52;0;1;3;2021;74;15;11;97.90;91.00;-6.90;no;down;down;no;yes;no;no
3/16/2021;88.71;82.86;75.81;3.09;58.23;63.50;62.42;67.73;87.85;86.72;1;1;3;2021;75;16;11;90.90;87.00;-3.90;no;down;down;no;yes;no;no
3/17/2021;88.43;84.36;77.19;3.15;60.49;64.51;63.14;61.91;84.40;84.01;2;1;3;2021;76;17;11;90.66;88.00;-2.66;yes;up;down;no;no;no;yes
3/18/2021;88.57;85.71;78.62;3.10;45.94;56.19;57.35;59.34;76.13;79.47;3;1;3;2021;77;18;11;87.00;83.00;-4.00;no;down;down;no;yes;no;no
3/19/2021;88.57;86.07;79.43;3.10;41.30;53.23;55.22;32.79;71.87;77.63;4;1;3;2021;78;19;11;86.81;81.00;-5.81;no;down;down;no;yes;no;no
3/22/2021;87.57;86.36;80.24;4.24;44.57;54.52;56.07;27.15;69.78;78.42;0;1;3;2021;81;22;12;85.33;82.00;-3.33;yes;up;down;no;no;no;yes
3/23/2021;86.29;86.36;81.14;4.39;37.30;50.07;52.89;7.96;64.45;77.38;1;1;3;2021;82;23;12;84.84;79.00;-5.84;no;down;down;no;yes;no;no
3/24/2021;84.43;86.21;81.95;4.31;37.30;50.07;52.89;8.17;57.44;76.92;2;1;3;2021;83;24;12;84.98;79.00;-5.98;no;up;up;yes;no;no;no
3/25/2021;82.71;85.71;82.81;3.59;34.74;48.53;51.81;9.17;47.09;74.46;3;1;3;2021;84;25;12;79.07;78.00;-1.07;yes;down;down;no;yes;no;no
3/26/2021;81.43;84.93;83.38;3.41;43.77;51.72;53.79;17.46;48.25;74.11;4;1;3;2021;85;26;12;80.97;80.00;-0.97;yes;up;up;yes;no;no;no
3/29/2021;80.29;84.43;83.90;1.80;43.77;51.72;53.79;29.67;52.23;69.99;0;1;3;2021;88;29;13;79.28;80.00;0.72;yes;up;down;no;no;no;yes
3/30/2021;79.86;84.21;84.00;1.35;36.83;48.25;51.46;31.43;32.37;66.45;1;1;3;2021;89;30;13;78.39;78.00;-0.39;yes;down;down;no;yes;no;no
3/31/2021;79.43;83.50;84.05;1.40;33.71;46.58;50.31;18.29;24.45;62.98;2;1;3;2021;90;31;13;77.39;77.00;-0.39;yes;down;down;no;yes;no;no
4/1/2021;78.71;82.50;83.81;1.11;48.86;51.98;53.57;27.91;13.93;59.95;3;2;4;2021;91;1;13;78.90;80.00;1.10;yes;up;up;yes;no;no;no
4/5/2021;78.86;81.64;83.76;1.21;44.87;50.16;52.37;45.76;19.44;55.90;0;2;4;2021;95;5;14;78.69;79.00;0.31;yes;down;down;no;yes;no;no
4/6/2021;78.86;80.79;83.43;1.21;53.69;53.65;54.51;73.37;26.50;50.12;1;2;4;2021;96;6;14;80.18;81.00;0.82;yes;up;up;yes;no;no;no
4/7/2021;79.29;80.36;83.05;1.38;53.69;53.65;54.51;70.42;31.86;50.53;2;2;4;2021;97;7;14;80.08;81.00;0.92;yes;up;down;no;no;no;yes
4/8/2021;79.43;79.86;82.76;1.51;67.74;60.13;58.62;83.25;54.90;57.68;3;2;4;2021;98;8;14;83.61;85.00;1.39;yes;up;up;yes;no;no;no
4/9/2021;80.14;80.00;82.86;2.61;62.23;57.95;57.26;92.69;59.51;44.79;4;2;4;2021;99;9;14;84.04;84.00;-0.04;yes;down;up;no;no;yes;no
4/12/2021;81.00;80.21;82.67;2.77;45.12;50.12;52.19;82.54;51.03;38.42;0;2;4;2021;102;12;15;80.31;80.00;-0.31;yes;down;down;no;yes;no;no
4/13/2021;81.43;80.07;82.14;2.23;49.19;51.87;53.27;75.57;54.17;30.48;1;2;4;2021;103;13;15;82.29;81.00;-1.29;yes;up;up;yes;no;no;no
4/14/2021;81.57;80.21;81.62;2.15;68.37;61.94;59.96;81.22;67.78;39.77;2;2;4;2021;104;14;15;86.44;88.00;1.56;yes;up;up;yes;no;no;no
4/15/2021;82.86;80.86;81.48;2.91;71.91;64.25;61.61;84.25;81.18;49.96;3;2;4;2021;105;15;15;89.45;90.00;0.55;yes;up;up;yes;no;no;no
4/16/2021;84.14;81.71;81.62;3.80;78.81;69.26;65.36;89.59;85.95;62.85;4;2;4;2021;106;16;15;101.36;95.00;-6.36;no;up;up;yes;no;no;no
4/19/2021;86.14;82.79;81.95;5.27;58.63;58.64;58.20;64.09;69.43;59.95;0;2;4;2021;109;19;16;89.74;89.00;-0.74;yes;down;down;no;yes;no;no
4/20/2021;86.71;83.43;82.24;5.35;62.38;60.80;59.74;60.17;68.16;59.90;1;2;4;2021;110;20;16;90.28;91.00;0.72;yes;up;up;yes;no;no;no
4/21/2021;87.71;84.36;82.71;5.41;62.38;60.80;59.74;66.78;70.98;60.22;2;2;4;2021;111;21;16;92.36;91.00;-1.36;yes;up;up;yes;no;no;no
4/22/2021;89.29;85.36;83.14;4.27;50.04;54.24;55.25;60.95;64.65;58.37;3;2;4;2021;112;22;16;89.02;87.00;-2.02;yes;down;down;no;yes;no;no
4/23/2021;90.14;85.86;83.52;2.61;38.84;47.35;50.28;47.43;57.95;56.00;4;2;4;2021;113;23;16;88.99;82.00;-6.99;no;down;down;no;yes;no;no
